Mitgliedsnummer;DATUM;FAELLIG;BRUTTO;ZAHLUNG;MEMO;BEZAHLT
1035;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
132;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
135;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
136;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
137;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
138;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
139;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
140;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
142;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
143;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
144;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
146;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
147;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
150;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
152;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
153;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
154;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
155;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
157;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
158;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
159;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
160;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
161;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
162;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
163;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
179;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
189;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
156;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
197;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
202;;31.5.2003 00:00:00;45,00;45,00;BEITRAG 2003;1
208;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
209;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
212;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
173;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
175;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
178;;31.5.2006 00:00:00;45,00;0,00;BEITRAG 2006;0
205;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
164;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
165;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
166;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
168;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
169;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
170;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
171;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
172;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
174;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
180;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
181;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
183;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
184;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
185;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
187;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
188;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
190;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
191;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
192;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
193;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
194;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
196;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
200;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
216;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
178;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
179;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
197;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
246;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
256;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
270;;31.5.2003 00:00:00;26,00;26,00;BEITRAG 2003;1
211;;31.5.2006 00:00:00;45,00;0,00;BEITRAG 2006;0
218;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
223;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
239;;31.5.2006 00:00:00;26,00;0,00;BEITRAG 2006;0
240;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
201;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
204;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
925;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
206;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
207;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
211;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;0,00;BEITRAG 2010;0
213;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
214;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
215;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
944;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
962;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
988;19.4.2010 00:00:00;31.5.2010 00:00:00;15,00;15,00;BEITRAG 2010;1
219;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
225;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
226;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
227;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
228;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
926;19.4.2010 00:00:00;31.5.2010 00:00:00;15,00;15,00;BEITRAG 2010;1
1040;19.4.2010 00:00:00;31.5.2010 00:00:00;15,00;15,00;BEITRAG 2010;1
1041;19.4.2010 00:00:00;31.5.2010 00:00:00;15,00;15,00;BEITRAG 2010;1
229;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;0,00;BEITRAG 2010;0
230;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
231;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
282;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
289;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
209;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
212;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
216;;31.5.2004 00:00:00;26,00;26,00;BEITRAG 2004;0
234;;31.5.2004 00:00:00;26,00;26,00;BEITRAG 2004;1
293;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
305;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
311;;31.5.2003 00:00:00;26,00;26,00;BEITRAG 2003;1
315;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
255;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
272;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
283;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
284;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
288;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
290;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
232;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
235;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
238;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
241;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
245;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
247;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
249;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
251;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
252;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
253;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
254;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
258;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
260;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
262;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
263;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
264;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
265;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
266;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
267;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
334;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
340;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
246;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
256;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
341;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
344;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
345;;31.5.2003 00:00:00;26,00;26,00;BEITRAG 2003;1
369;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
372;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
373;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
303;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
268;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
271;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
273;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
275;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
277;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
278;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
285;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
287;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
292;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
294;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
295;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
297;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
298;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
299;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
1000;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
1001;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
1043;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
300;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
301;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
302;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
304;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
306;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
307;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
308;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
381;;31.5.2003 00:00:00;45,00;45,00;BEITRAG 2003;1
386;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
270;;31.5.2004 00:00:00;26,00;26,00;BEITRAG 2004;1
282;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
293;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
393;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
414;;31.5.2003 00:00:00;26,00;26,00;BEITRAG 2003;1
416;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
418;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
423;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
344;;31.5.2006 00:00:00;26,00;0,00;BEITRAG 2006;0
347;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
310;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
995;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
312;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
313;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
317;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
320;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
321;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
322;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
323;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
324;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;0,00;BEITRAG 2010;0
326;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
327;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
328;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
329;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
330;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
331;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
333;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
337;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
342;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
343;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
989;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
346;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
349;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
305;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
315;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
436;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
461;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
377;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
385;;31.5.2006 00:00:00;45,00;0,00;BEITRAG 2006;0
392;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
396;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
405;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
350;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
351;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
354;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
355;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
356;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
358;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
930;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
1044;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
359;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
360;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
361;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
362;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
365;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
366;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
367;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
368;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
370;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
371;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
374;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
376;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
380;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
385;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;0,00;BEITRAG 2010;0
387;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
388;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
389;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;0,00;BEITRAG 2010;0
341;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
344;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
345;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
474;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
483;;31.5.2003 00:00:00;26,00;26,00;BEITRAG 2003;1
488;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
506;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
507;;31.5.2003 00:00:00;45,00;45,00;BEITRAG 2003;1
421;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
431;;31.5.2006 00:00:00;26,00;0,00;BEITRAG 2006;0
448;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
450;;31.5.2006 00:00:00;26,00;0,00;BEITRAG 2006;0
390;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
945;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
394;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
395;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
397;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
398;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
399;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
400;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
401;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
402;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
403;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
404;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
406;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
408;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
409;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
411;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
412;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
413;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
960;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
415;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
417;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
419;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
420;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
372;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
373;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
381;;31.5.2004 00:00:00;45,00;45,00;BEITRAG 2004;1
385;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
393;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
523;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
536;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
554;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
456;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
465;;31.5.2006 00:00:00;26,00;26,00;BEITRAG 2006;1
422;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
424;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
425;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
427;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
428;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
429;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
430;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
431;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;0,00;BEITRAG 2010;0
432;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
435;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
441;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
442;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
444;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
445;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
446;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
447;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
449;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
451;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
452;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
957;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;0,00;BEITRAG 2010;0
453;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
454;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
455;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
459;19.4.2010 00:00:00;31.5.2010 00:00:00;45,00;45,00;BEITRAG 2010;1
462;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;26,00;BEITRAG 2010;1
418;;31.5.2004 00:00:00;45,00;0,00;BEITRAG 2004;0
575;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
577;;31.5.2003 00:00:00;45,00;45,00;BEITRAG 2003;1
582;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
583;;31.5.2003 00:00:00;45,00;0,00;BEITRAG 2003;0
584;;31.5.2003 00:00:00;45,00;45,00;BEITRAG 2003;1
598;;31.5.2003 00:00:00;26,00;0,00;BEITRAG 2003;0
431;;31.5.2004 00:00:00;26,00;0,00;BEITRAG 2004;0
437;;31.5.2004 00:00:00;45,00;45,00;BEITRAG 2004;1
522;;31.5.2006 00:00:00;45,00;45,00;BEITRAG 2006;1
463;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;0,00;BEITRAG 2010;0
464;19.4.2010 00:00:00;31.5.2010 00:00:00;26,00;0,00;BEITRAG 2010;0
